id;CodiceCatastaleComune;TipoBene;Comune;Provincia;CAP;Toponimo;Strada;NumeroCivico;TipologiaImmobile;Finalita;NaturaBene;Superficie;Cubatura;Valore;EpocaCostruzione;Latitudine;Longitudine
1077-209-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;COPPINO MICHELE;147;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;56810;DAL 1971 AL 1980 (5);;
1188-51-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10143;VIA;TOLLEGNO;83;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;34605;6005006;DAL 1971 AL 1980 (5);;
1188-51-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10143;VIA;TOLLEGNO;83;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;359268,14;DAL 1971 AL 1980 (5);;
1188-51-6;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10143;VIA;TOLLEGNO;83;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;86636;DAL 1971 AL 1980 (5);;
1188-51-7;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10143;VIA;TOLLEGNO;83;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);15;;9761;DAL 1971 AL 1980 (5);;
1456-441-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10143;VIA;MONASTIR;17;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;32947;10005240;DAL 1971 AL 1980 (5);;
1456-441-6;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10143;VIA;TORRAZZA PIEMONTE;12;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;2646;803528,6;DAL 1971 AL 1980 (5);;
1456-441-7;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10143;VIA;TORRAZZA PIEMONTE;12;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;15033;4565173,2;DAL 1971 AL 1980 (5);;
1456-441-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;TORRAZZA PIEMONTE;10;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;10096;3065921,6;DAL 1971 AL 1980 (5);;
1456-441-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;TORRAZZA PIEMONTE;10;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);3043;;1147254;DAL 1971 AL 1980 (5);;
1456-441-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;TORRAZZA PIEMONTE;10;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;2844;740275,2;DAL 1971 AL 1980 (5);;
1456-441-8;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;TORRAZZA PIEMONTE;10;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;25565;DAL 1971 AL 1980 (5);;
1456-441-9;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;TORRAZZA PIEMONTE;10;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);2071;;780796;DAL 1971 AL 1980 (5);;
48-407-11;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;LEONCAVALLO RUGGERO;25;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;51129;DAL 1946 AL 1960 (3);;
48-407-114;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;LEONCAVALLO RUGGERO;25;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;36483;7913593,8;DAL 1946 AL 1960 (3);;
48-407-115;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;LEONCAVALLO RUGGERO;25;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;6841;1483893,6;DAL 1946 AL 1960 (3);;
48-407-113;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;LEONCAVALLO RUGGERO;27;STRUTTURA RESIDENZIALE COLLETTIVA (32);SERVIZI ASSISTENZA SOCIO-SANITARIA (RESIDENZIALE) (15);PATRIMONIO INDISPONIBILE (2);;7480;1568422,8;DAL 1946 AL 1960 (3);;
48-407-10;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;PACINI GIOVANNI;18;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;361778;DAL 1946 AL 1960 (3);;
48-407-7;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;PACINI GIOVANNI;18;STRUTTURA RESIDENZIALE COLLETTIVA (32);SERVIZI ASSISTENZA SOCIO-SANITARIA (RESIDENZIALE) (15);PATRIMONIO INDISPONIBILE (2);;2800;809804,8;DAL 1946 AL 1960 (3);;
48-407-8;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;PACINI GIOVANNI;18;STRUTTURA RESIDENZIALE COLLETTIVA (32);SERVIZI ASSISTENZA SOCIO-SANITARIA (RESIDENZIALE) (15);PATRIMONIO INDISPONIBILE (2);;2432;703374;DAL 1946 AL 1960 (3);;
1183-202-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CECCHI ANTONIO;14;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;63286;27454960,4;DAL 1971 AL 1980 (5);;
1183-202-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CECCHI ANTONIO;18;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;66236;DAL 1971 AL 1980 (5);;
1183-202-6;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CECCHI ANTONIO;4;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;66236;DAL 1971 AL 1980 (5);;
1128-127-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;CORSO;VERCELLI;141;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;57800;14209147,4;PRIMA DEL 1919 (1);;
1128-127-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;CORSO;VERCELLI;141;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;2453;443403,8;PRIMA DEL 1919 (1);;
1128-127-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;CORSO;VERCELLI;141;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;63008;PRIMA DEL 1919 (1);;
1128-127-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;CORSO;VERCELLI;141;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;63008;PRIMA DEL 1919 (1);;
1104-327-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10155;VIA;TRONZANO;22;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;3615;DAL 1971 AL 1980 (5);;
1104-327-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10155;VIA;TRONZANO;22;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;11200;2348441,2;DAL 1971 AL 1980 (5);;
1104-327-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10155;VIA;TRONZANO;22;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;51129;DAL 1971 AL 1980 (5);;
1293-432-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;LANCIA VINCENZO;140;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;18300;4498753;DAL 1981 AL 1990 (6);;
1293-432-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;LANCIA VINCENZO;140;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;51129;DAL 1981 AL 1990 (6);;
1293-432-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;LANCIA VINCENZO;140;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;4131,5;DAL 1981 AL 1990 (6);;
1079-168-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;REISS ROMOLI GUGLIELMO;45;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;36880;11199601;DAL 1971 AL 1980 (5);;
1079-168-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;REISS ROMOLI GUGLIELMO;49;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;32279;DAL 1971 AL 1980 (5);;
1043-221-10;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CAVAGNOLO;35;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;29051;DAL 1981 AL 1990 (6);;
1043-221-11;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CAVAGNOLO;35;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;10500;DAL 1981 AL 1990 (6);;
1043-221-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CAVAGNOLO;35;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;5679;1724580,2;DAL 1981 AL 1990 (6);;
1043-221-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CAVAGNOLO;35;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;7317;2222003;DAL 1981 AL 1990 (6);;
1043-221-6;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CAVAGNOLO;35;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;3248;986342;DAL 1981 AL 1990 (6);;
1043-221-7;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;CAVAGNOLO;35;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;2237;679324,8;DAL 1981 AL 1990 (6);;
1043-221-8;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;TEMPIA STEFANO;6;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;3658;1110849,6;DAL 1981 AL 1990 (6);;
1043-221-9;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;TEMPIA STEFANO;6;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;5818;1766791,6;DAL 1981 AL 1990 (6);;
1245-93-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PALAZZO DI CITTA';16 B;LOCALE COMMERCIALE, NEGOZIO (26);ATTIVITA' COMMERCIALE E DI RISTORAZIONE (4);DEMANIO (3);37;;66594,44;PRIMA DEL 1919 (1);;
1245-93-11;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;60555;PRIMA DEL 1919 (1);;
1245-93-16;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;60555;PRIMA DEL 1919 (1);;
1245-93-28;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);DEMANIO (3);12;;3409;PRIMA DEL 1919 (1);;
1245-93-29;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;BIBLIOTECA, PINACOTECA, MUSEO, GALLERIE (13);ATTIVITA' ARTISTICA E CULTURALE (3);DEMANIO (3);;137;24764,6;PRIMA DEL 1919 (1);;
1245-93-30;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;77856;PRIMA DEL 1919 (1);;
1245-93-32;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;77856;PRIMA DEL 1919 (1);;
1245-93-34;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;77856;PRIMA DEL 1919 (1);;
1245-93-35;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;60555;PRIMA DEL 1919 (1);;
1245-93-36;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;129734;PRIMA DEL 1919 (1);;
1245-93-37;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;BIBLIOTECA, PINACOTECA, MUSEO, GALLERIE (13);ATTIVITA' ARTISTICA E CULTURALE (3);DEMANIO (3);;135;24402;PRIMA DEL 1919 (1);;
1245-93-38;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;MAGAZZINO E LOCALI DI DEPOSITO (27);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);31;;8806;PRIMA DEL 1919 (1);;
1245-93-8;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6;ABITAZIONE (11);EDILIZIA RESIDENZIALE PUBBLICA (12);DEMANIO (3);0;;60555;PRIMA DEL 1919 (1);;
1245-93-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6 B;LOCALE COMMERCIALE, NEGOZIO (26);ATTIVITA' COMMERCIALE E DI RISTORAZIONE (4);DEMANIO (3);53;;95392,1;PRIMA DEL 1919 (1);;
1245-93-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PORTA PALATINA;6 D;LOCALE COMMERCIALE, NEGOZIO (26);ATTIVITA' COMMERCIALE E DI RISTORAZIONE (4);DEMANIO (3);30;;53995,4;PRIMA DEL 1919 (1);;
1228-123-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;MARSIGLI LUIGI FERDINANDO;53;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;86636;DAL 1981 AL 1990 (6);;
1228-123-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;MONTE ORTIGARA;78;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;741012,32;DAL 1981 AL 1990 (6);;
1430-78-;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;MODIGLIANI AMEDEO;25;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);2272;;856576;DAL 1971 AL 1980 (5);;
1353-72-;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;CORSO;GALILEO GALILEI;SNC;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO DISPONIBILE (1);309;;95751;DAL 1919 AL 1945 (2);;
1353-73-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;CORSO;GALILEO GALILEI;SNC;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO DISPONIBILE (1);0;;13919;DAL 1919 AL 1945 (2);;
1109-637-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10147;VIA;CARDINALE MASSAIA GUGLIELMO;83;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);DEMANIO (3);0;;8524800;DAL 1919 AL 1945 (2);;
1104-335-;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;CIGNA FRANCESCO;211;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;145744,06;DAL 1981 AL 1990 (6);;
1228-96-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;CASTELLINO ONORATO;10;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;4090,5;DAL 1971 AL 1980 (5);;
1228-96-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;CASTELLINO ONORATO;10;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;6972;DAL 1971 AL 1980 (5);;
1228-96-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;CASTELLINO ONORATO;10;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;53712;DAL 1971 AL 1980 (5);;
1228-96-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;CASTELLINO ONORATO;10;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;14235;2058494,2;DAL 1971 AL 1980 (5);;
1310-294-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10131;VIA;COSMO UMBERTO;12;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);DEMANIO (3);;16305;2475725;PRIMA DEL 1919 (1);;
1310-294-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10131;VIA;COSMO UMBERTO;12;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);DEMANIO (3);0;;38863;PRIMA DEL 1919 (1);;
1310-294-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10131;VIA;COSMO UMBERTO;12;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);DEMANIO (3);0;;38863;PRIMA DEL 1919 (1);;
1080-180-10;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-11;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-12;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-13;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);18;;7065;DAL 1971 AL 1980 (5);;
1080-180-14;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-15;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);18;;7065;DAL 1971 AL 1980 (5);;
1080-180-16;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);18;;7065;DAL 1971 AL 1980 (5);;
1080-180-17;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-18;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-19;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-20;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);18;;7065;DAL 1971 AL 1980 (5);;
1080-180-21;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-22;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);31;;12168;DAL 1971 AL 1980 (5);;
1080-180-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;OSPEDALI, CASE DI CURA E CLINICHE E ASSIMILABILI (29);SERVIZI ASSISTENZA SOCIO-SANITARIA (NON RESIDENZIALE) (14);PATRIMONIO INDISPONIBILE (2);;11488;4070078,6;DAL 1971 AL 1980 (5);;
1080-180-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);23;;9028;DAL 1971 AL 1980 (5);;
1080-180-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-6;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-7;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-8;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1080-180-9;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;BORGO TICINO;7;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);17;;6673;DAL 1971 AL 1980 (5);;
1294-65-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;MONGINEVRO;293;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;11716;3557877,4;DAL 1971 AL 1980 (5);;
