id;CodiceCatastaleComune;TipoBene;Comune;Provincia;CAP;Toponimo;Strada;NumeroCivico;TipologiaImmobile;Finalita;NaturaBene;Superficie;Cubatura;Valore;EpocaCostruzione;Latitudine;Longitudine
1160-34-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;CORSO;APPIO CLAUDIO;176 1;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;100709;PRIMA DEL 1919 (1);4.508.519;763.492
1160-34-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;CORSO;APPIO CLAUDIO;176 1;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;1001300;PRIMA DEL 1919 (1);4.508.519;763.492
1160-35-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;CORSO;APPIO CLAUDIO;176 1;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;119108;PRIMA DEL 1919 (1);4.508.519;763.492
1160-35-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;CORSO;APPIO CLAUDIO;176 1;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;66171;PRIMA DEL 1919 (1);4.508.519;763.492
134-42-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;AQUILEIA;1;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);DEMANIO (3);;11361;2053609,6;DAL 1919 AL 1945 (2);45.041.183;7.682.168
134-42-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;AQUILEIA;1;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);DEMANIO (3);0;;27889;DAL 1919 AL 1945 (2);45.041.183;7.682.168
134-42-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;AQUILEIA;1;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);DEMANIO (3);0;;27889;DAL 1919 AL 1945 (2);45.041.183;7.682.168
1373-74-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;AQUILEIA;1;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);DEMANIO (3);0;;0;DAL 1919 AL 1945 (2);45.041.183;7.682.168
1391-174-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;COLLINO IGNAZIO;4 12;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;93838;33245828;DAL 1971 AL 1980 (5);4.504.002;762.493
1391-174-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;COLLINO IGNAZIO;4 12;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;38734;DAL 1971 AL 1980 (5);4.504.002;762.493
1391-174-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;COLLINO IGNAZIO;4 12;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;38734;DAL 1971 AL 1980 (5);4.504.002;762.493
1391-174-6;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;COLLINO IGNAZIO;4 12;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;257712;DAL 1971 AL 1980 (5);4.504.002;762.493
1391-174-7;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;COLLINO IGNAZIO;4 12;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;6714;DAL 1971 AL 1980 (5);4.504.002;762.493
1344-278-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10136;VIA;TIRRENO;177;STRUTTURA RESIDENZIALE COLLETTIVA (32);SERVIZI ASSISTENZA SOCIO-SANITARIA (RESIDENZIALE) (15);PATRIMONIO INDISPONIBILE (2);;34076;0;DAL 1991 AL 2000 (7);4.505.307;764.587
1344-278-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10136;VIA;TIRRENO;177;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);SERVIZI ASSISTENZA SOCIO-SANITARIA (RESIDENZIALE) (15);PATRIMONIO INDISPONIBILE (2);26;;0;DAL 1991 AL 2000 (7);4.505.307;764.587
1344-278-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10136;VIA;TIRRENO;177;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);SERVIZI ASSISTENZA SOCIO-SANITARIA (RESIDENZIALE) (15);PATRIMONIO INDISPONIBILE (2);26;;0;DAL 1991 AL 2000 (7);4.505.307;764.587
1344-278-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10136;VIA;TIRRENO;177;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);SERVIZI ASSISTENZA SOCIO-SANITARIA (RESIDENZIALE) (15);PATRIMONIO INDISPONIBILE (2);26;;0;DAL 1991 AL 2000 (7);4.505.307;764.587
1344-278-6;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10136;VIA;TIRRENO;SNC;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;0;DAL 1991 AL 2000 (7);45.053.296;7.644.531
1389-165-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PALATUCCI GIOVANNI;12;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;147500,16;DAL 1981 AL 1990 (6);4.504.885;7.620.698
1389-165-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PALATUCCI GIOVANNI;12:00 AM;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;186130,96;DAL 1981 AL 1990 (6);4.504.885;7.620.698
1389-165-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;PALATUCCI GIOVANNI;22 A;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;79018,04;DAL 1981 AL 1990 (6);45.047.391;7.620.353
1294-407-;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;BARD;14;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO DISPONIBILE (1);0;;8651;DAL 1919 AL 1945 (2);45.065.596;7.616.998
1059-281-23;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;36;LOCALE COMMERCIALE, NEGOZIO (26);ATTIVITA' COMMERCIALE E DI RISTORAZIONE (4);PATRIMONIO INDISPONIBILE (2);87;;47816,24;DAL 1919 AL 1945 (2);45.108.137;7.661.116
1059-281-24;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;36;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;22724;DAL 1919 AL 1945 (2);45.108.137;7.661.116
1059-281-25;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;36;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;22724;DAL 1919 AL 1945 (2);45.108.137;7.661.116
1059-281-26;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;36;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;63008;DAL 1919 AL 1945 (2);45.108.137;7.661.116
1059-281-27;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;36;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;22724;DAL 1919 AL 1945 (2);45.108.137;7.661.116
1059-281-28;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;36;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;40284;DAL 1919 AL 1945 (2);45.108.137;7.661.116
1059-277-11;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;LOCALE COMMERCIALE, NEGOZIO (26);ATTIVITA' COMMERCIALE E DI RISTORAZIONE (4);PATRIMONIO INDISPONIBILE (2);48;;30764,22;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1059-277-12;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;LOCALE COMMERCIALE, NEGOZIO (26);ATTIVITA' COMMERCIALE E DI RISTORAZIONE (4);PATRIMONIO INDISPONIBILE (2);38;;24355,22;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1059-277-13;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;40284;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1059-277-14;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;22724;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1059-277-15;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;40284;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1059-277-16;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;40284;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1059-277-17;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;22724;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1059-277-18;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10135;VIA;VENARIA;38;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;40284;DAL 1919 AL 1945 (2);45.108.273;7.660.974
1294-113-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;OZIERI;11;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;6921;DAL 1991 AL 2000 (7);45.063.863;7.619.213
1294-113-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;OZIERI;11;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;6921;DAL 1991 AL 2000 (7);45.063.863;7.619.213
1172-1040-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;SALBERTRAND;5725;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;1182;179473;PRIMA DEL 1919 (1);45.080.603;7.635.307
1172-1047-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;SALBERTRAND;5729;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;1040;225587,6;PRIMA DEL 1919 (1);45.080.603;7.635.307
1172-1047-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;SALBERTRAND;5729;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;1250;271139,4;PRIMA DEL 1919 (1);45.080.603;7.635.307
1172-1047-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;SALBERTRAND;5729;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);151;;114638;PRIMA DEL 1919 (1);45.080.603;7.635.307
184-1004-43;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;MAROCHETTI CARLO;10;LOCALE COMMERCIALE, NEGOZIO (26);ATTIVITA' COMMERCIALE E DI RISTORAZIONE (4);PATRIMONIO DISPONIBILE (1);0;;0;DAL 1981 AL 1990 (6);4.504.508;7.678.851
1076-447-;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA;REFRANCORE;4;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;29696;DAL 1946 AL 1960 (3);45.104.534;7.661.947
1388-277-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;RENI GUIDO;114;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;6921;PRIMA DEL 1919 (1);45.049.566;7.629.439
1388-277-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;RENI GUIDO;114;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;10381;PRIMA DEL 1919 (1);45.049.566;7.629.439
1388-283-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;RENI GUIDO;180;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;8160;PRIMA DEL 1919 (1);45.047.524;7.622.118
1388-283-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;RENI GUIDO;180;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;10200;PRIMA DEL 1919 (1);45.047.524;7.622.118
1388-283-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;RENI GUIDO;180;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;14280;PRIMA DEL 1919 (1);45.047.524;7.622.118
1388-283-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;RENI GUIDO;180;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;10200;PRIMA DEL 1919 (1);45.047.524;7.622.118
1388-283-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;RENI GUIDO;180;ABITAZIONE (11);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);0;;18360;PRIMA DEL 1919 (1);45.047.524;7.622.118
1428-117-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;CORSO;TAZZOLI ENRICO;78;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;737500,46;DAL 1981 AL 1990 (6);450.336;763.145
1428-117-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;CORSO;TAZZOLI ENRICO;78;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;67139;DAL 1981 AL 1990 (6);450.336;763.145
1428-117-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;CORSO;TAZZOLI ENRICO;78;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;9296;DAL 1981 AL 1990 (6);450.336;763.145
1212-141-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;MONTEVERDI CLAUDIO;4;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;128553,32;DAL 1971 AL 1980 (5);45.085.719;770.962
1212-141-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;MONTEVERDI CLAUDIO;4;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;60425;DAL 1971 AL 1980 (5);45.085.719;770.962
1212-141-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;MONTEVERDI CLAUDIO;4;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;1027,5;DAL 1971 AL 1980 (5);45.085.719;770.962
1102-66-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;MERCADANTE SAVERIO;133;IMPIANTO SPORTIVO (24);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);0;;182267,88;DAL 1971 AL 1980 (5);45.098.532;7.703.362
1102-66-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;MERCADANTE SAVERIO;133;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;60425;DAL 1971 AL 1980 (5);45.098.532;7.703.362
1102-66-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;MERCADANTE SAVERIO;133;CANTINA, SOFFITTA, RIMESSA, BOX, GARAGE, POSTO AUTO APERTO/SCOPERTO, ? (14);ATTIVITA' SPORTIVA, RICREATIVA E DI INTRATTENIMENTO (10);PATRIMONIO INDISPONIBILE (2);15;;9761;DAL 1971 AL 1980 (5);45.098.532;7.703.362
1102-66-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10154;VIA;MERCADANTE SAVERIO;133;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;5887,5;DAL 1971 AL 1980 (5);45.098.532;7.703.362
1441-102-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIALE;MONTI AUGUSTO;21;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;1500;704964,4;DAL 1971 AL 1980 (5);4.502.521;764.646
1441-102-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIALE;MONTI AUGUSTO;21;MAGAZZINO E LOCALI DI DEPOSITO (27);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);10;;3460;DAL 1971 AL 1980 (5);4.502.521;764.646
1441-102-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIALE;MONTI AUGUSTO;21;MAGAZZINO E LOCALI DI DEPOSITO (27);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);10;;3460;DAL 1971 AL 1980 (5);4.502.521;764.646
1441-102-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIALE;MONTI AUGUSTO;21;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;59392,5;DAL 1971 AL 1980 (5);4.502.521;764.646
72-1194-4;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;MORETTA;55;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;18672;6885303,6;PRIMA DEL 1919 (1);45.069.659;7.648.818
72-1194-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;MORETTA;55Bis;UFFICIO STRUTTURATO ED ASSIMILABILI (34);ATTIVITA' AMMINISTRATIVA/UFFICI PUBBLICI (2);PATRIMONIO INDISPONIBILE (2);;1286;334738,6;PRIMA DEL 1919 (1);45.069.659;7.648.818
72-1194-5;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10151;VIA;REVELLO;18;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;6834;2520039,2;PRIMA DEL 1919 (1);4.506.923;764.883
1070-67-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA DELLE;MAGNOLIE;22;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);PATRIMONIO INDISPONIBILE (2);0;;18980;DAL 1961 AL 1970 (4);45.101.879;7.630.881
1070-67-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10148;VIA DELLE;PRIMULE;5;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);PATRIMONIO INDISPONIBILE (2);;4031;1224120,8;DAL 1961 AL 1970 (4);45.101.865;7.630.422
1377-151-3;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;ALASSIO;18;ABITAZIONE (11);ALLOGGIO DI SERVIZIO, FORESTERIE (1);DEMANIO (3);0;;102388;DAL 1971 AL 1980 (5);45.039.384;766.871
1377-151-2;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;ALASSIO;20;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);DEMANIO (3);;6819;1183301;DAL 1971 AL 1980 (5);45.039.369;7.668.837
1377-151-1;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10156;VIA;ALASSIO;22;EDIFICIO SCOLASTICO (20);ATTIVITA' DIDATTICA (7);DEMANIO (3);;39404;6837776,4;DAL 1971 AL 1980 (5);45.039.313;7.669.135
3-787-;F335;UNITA' IMMOBILIARE (1);MONCALIERI;TO;10024;CORSO;ROMA;24;FABBRICATO PER ATTIVITA' PRODUTTIVA (21);ATTIVITA' PRODUTTIVA (9);PATRIMONIO INDISPONIBILE (2);0;;918500;DAL 1946 AL 1960 (3);4.500.742;766.928
1281-145-17;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;145512;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-18;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;37185;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-19;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;41833;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-20;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;74370;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-21;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;41833;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-22;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;79018;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-23;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;32537;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-24;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;32537;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-25;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;23241;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-26;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;23241;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-27;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;32537;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-28;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;10071;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-29;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;20142;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-30;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;10071;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-31;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;10071;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-32;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;15106;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-33;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;10071;PRIMA DEL 1919 (1);45.064.289;7.689.528
1281-145-34;L219;UNITA' IMMOBILIARE (1);TORINO;TO;10146;VIA;GIOLITTI GIOVANNI;40;ABITAZIONE (11);RESIDENZIALE (13);PATRIMONIO INDISPONIBILE (2);0;;10071;PRIMA DEL 1919 (1);45.064.289;7.689.528
