WKT;CODICE_COMUNALE;CODICE_COM;PROGR_NAZI;PROGR_STRA;DUG;DENOM_COMP;DENOM_DELI;LOCALITA_;NUMERO_ACC;DATA_CERTI;DATA_DELIB;PROTOCOLLO;FLAG_DENOM;DIZIONE_LI;DIZIONE_L2;DATA_PREFE;PROTOCOLL2
LINESTRING (454532.6922000004 5018363.2458,454437.65720000025 5018394.919199999);1000;L750;370976;6;VIA;ADUA;ADUA;;9;14/11/2014;;;;;;;
